Call,GOTA Call,Final Score,Category,Section,Power Multiplier,Club Name,Participants,Transmitters,Power Source,Total CW QSOs,Total Digital QSOs,Total Phone QSOs,Total QSOs,Bonus Points,Checklog Y/N
KE8CSW,,76,1D,OH,2,,1,1,C,0,0,13,13,50,
KE8DNF,,408,1E,OH,2,,1,1,G,0,39,1,40,250,
KE8ESJ,,986,1D,OH,2,,1,1,C,0,234,0,234,50,
KE8GJF,,166,1D,OH,2,,1,1,C,0,0,58,58,50,
KE8GOJ,,106,1B1C,TN,2,Allegan Co. ARC,1,1,C,0,0,28,28,50,
KE8HTV,,112,1D,OH,2,,1,1,C,0,14,3,17,50,
KE8JW,,414,1B1,OH,2,,1,1,B,0,0,32,32,350,
KE8RRG,,250,1B1,MI,2,Kalamazoo ARC,1,1,B,0,0,50,50,150,
KE8RS,,430,1D,OH,2,Mound ARA,1,1,C,0,95,0,95,50,
KE8RV,,3174,4A,OH,2,Madison Co. (OH) ARC,9,4,G,47,346,121,514,1360,
KE8VOP,,96,1D,OH,2,,1,1,C,0,0,23,23,50,
KE8VSI,,1260,1D,MI,2,Who Cares ARG,1,1,C,0,275,0,275,160,
KE8VZO,,374,2B1C,OH,2,,1,2,C,0,81,0,81,50,
KE8WXS,,146,1D,MI,2,,1,1,C,0,24,0,24,50,
KE8ZGS,,98,1D,MI,2,,1,1,C,11,0,2,13,50,
KE8ZUD,,270,1B1,WV,2,,1,1,B,0,0,10,10,250,
KE9ANT,,152,1E,IL,2,,1,1,B,0,0,1,1,150,
KE9APT,,190,1D,IN,2,Patoka Valley ARC,1,1,C,0,35,0,35,50,
KE9ATR,,158,1D,IL,2,,1,1,C,0,0,54,54,50,
KE9AUX,,394,1B1,WI,2,Adams Co. ARC,1,1,B,0,52,18,70,150,
KE9BCI (+KC9BWK),,848,2B2C,WI,2,,2,2,C,0,0,389,389,70,
KE9BCT,,128,1D,WI,2,,1,1,C,0,0,39,39,50,
KE9BPC,,114,1D,IN,2,Windy City ARS,1,1,C,0,16,0,16,50,
KE9BWB,,382,1E,IL,2,,1,1,B,0,25,16,41,250,
KE9CDJ,,330,1B1,IL,2,,1,1,B,0,0,40,40,250,
KE9COV,,242,1D,IL,2,,1,1,C,0,48,0,48,50,
KE9CSZ,,448,1B1,IL,2,,1,1,B,0,0,49,49,350,
KE9JQ,,300,1B1B,IL,5,Suburban Technical ARS,1,1,B,0,0,10,10,250,
KE9VET,,214,1E,IL,2,,1,1,B,0,16,0,16,150,
KF0BLI,,194,1E,NE,2,,1,1,B,0,11,0,11,150,
KF0EWV,,266,1B1,CO,2,,1,1,B,0,0,8,8,250,
KF0GYL,,110,1D,IA,2,,1,1,C,0,0,30,30,50,
KF0LRH,,264,1B1,CO,2,,1,1,B,0,0,7,7,250,
KF0OPL,,226,1E,CO,2,,1,1,B,1,0,36,37,150,
KF0QGT,,555,1B1B,NE,5,,1,1,B,0,12,13,25,370,
KF0QLS,,90,1D,CO,2,Pueblo West ARC,1,1,C,0,0,20,20,50,
KF0QS,,706,1B1,CO,2,,1,1,B,114,0,0,114,250,
KF0RIG,,158,1B1,CO,2,,1,1,B,0,0,4,4,150,
KF0SYA,,750,3A,IA,2,Springvale ARC,7,3,G,0,0,150,150,450,
KF0TJE,,74,1D,IA,2,,1,1,C,0,6,0,6,50,
KF0TJU,,270,1B1B,CO,5,,1,1,B,0,12,0,12,150,
KF0TZX,,158,1B1,KS,2,,1,1,B,0,2,0,2,150,
KF0XV,,1030,1B1B,KS,5,,1,1,B,88,0,0,88,150,
KF2YS,,580,1E,WNY,5,,1,1,B,43,0,0,43,150,
KF4BEL,,270,1E,KY,2,,1,1,S,0,0,60,60,150,
KF4IOZ,,196,1D,NC,2,,1,1,C,0,0,73,73,50,
KF4L,W4TAY,2388,7A,TN,2,Clarksville Amateur Transmitting Soc.,30,7,G,142,42,126,310,1400,
KF4LAJ,,362,1E,ID,2,,1,1,B,0,53,0,53,150,
KF4NQN,,154,1C,SC,2,,1,1,B,0,0,2,2,150,
KF4VTT,,1390,1B1B,MDC,5,,1,1,B,0,114,0,114,250,
KF4VXJ,,354,1E,NC,2,,1,1,B,26,0,0,26,250,
KF4YEY,,608,1E,NFL,2,Lake Monroe ARS,1,1,B,114,0,1,115,150,
KF5JJ,,144,1D,AR,2,White River Radio & Communications,1,1,C,0,0,47,47,50,
KF5JXM,,730,1E,SDG,2,,1,1,B,0,145,0,145,150,
KF5MYS,,86,1D,AR,2,,1,1,C,0,9,0,9,50,
KF5PFP,,260,1E,NTX,2,Irving ARC,1,1,B,0,0,55,55,150,
KF5ZAP,,1020,1B1B,NTX,5,,1,1,B,0,67,0,67,350,
KF6FLJ,,166,1D,LAX,2,PRC/SPARC/JPLARC/CITARC,1,1,C,0,27,4,31,50,
KF6HDD (+KO6GLN),,288,1B2,EB,2,,2,1,B,0,3,3,6,270,
KF6HDJ,,974,1D,NFL,2,,1,1,C,0,81,150,231,350,
KF6I,,690,1D,ORG,2,,1,1,C,160,0,0,160,50,
KF6IDK,,782,1B1,SJV,2,,1,1,B,0,158,0,158,150,
KF6JBN,W6YW,1885,6AB,LAX,5,Korean Ham Club,25,6,B,3,56,7,66,1260,Y
KF6KAT,,272,1A,KS,2,,3,1,G,0,13,35,48,150,
KF6RQZ,,306,1E,ORG,2,,1,1,B,0,2,24,26,250,
KF7DX,,348,1E,EWA,2,,5,1,G,0,0,69,69,210,
KF7GRP,,808,1D,NV,2,,2,1,C,0,152,0,152,200,
KF7LIL,,294,2B2,AZ,2,,2,2,B,0,0,22,22,250,
KF7MD,,5190,1B1B,CO,5,,1,1,B,504,0,0,504,150,
KF7VX,,260,1B1B,WWA,5,Anderson Island ARC,1,1,B,0,0,2,2,250,
KF7VY,,462,1E,OR,2,,1,1,S,0,78,0,78,150,
KF8AVC,,0,1D,OH,1,,1,1,C,0,0,50,50,0,Y
KF8CVS,,90,1D,MI,2,,1,1,C,0,0,20,20,50,
KF8CVW,,210,2B1C,OH,2,,1,2,C,0,40,0,40,50,
KF8CYL,,428,1E,OH,2,Lisbon Area ARA,1,1,G,0,0,89,89,50,
KF8DTF,,200,1E,MI,2,,1,1,B,0,6,13,19,150,
KF8S,,474,1D,MI,2,Who Cares ARG,1,1,C,0,56,0,56,250,
KF9LI,,2770,1B1B,NTX,5,,1,1,B,262,0,0,262,150,
KF9VV,,350,1B1B,WI,5,,1,1,B,20,0,0,20,150,
KG0E,,328,1A,MN,2,,4,1,B,0,19,51,70,150,
KG0ED,,508,1D,NE,2,,1,1,C,0,76,77,153,50,
KG0RD,,938,1D,NE,2,,1,1,C,222,0,0,222,50,
KG1V,,650,1D,NH,2,,1,1,C,150,0,0,150,50,
KG2MM,,956,1A,NFL,2,Florida Contest Grp.,4,1,B,66,0,21,87,650,
KG4AFY,,462,1B1,AL,2,,1,1,B,0,53,0,53,250,
KG4CQK,,250,1E,NFL,5,,1,1,B,0,10,0,10,150,
KG4CXW,,160,1D,EPA,2,,1,1,C,0,0,55,55,50,
KG4EOC,,110,2F,SFL,2,Osceola ARES,11,2,C,0,0,30,30,50,
KG4EXY,,406,1D,VA,2,,1,1,C,71,15,6,92,50,
KG4KFF,,152,1B1,SFL,2,,1,1,G,0,0,51,51,50,
KG4SRK,,270,1E,KY,2,Paducah ARA,1,1,B,0,0,60,60,150,
KG4UHM,,414,1E,SCV,2,,1,1,B,0,41,0,41,250,
KG5E,,86,1D,NTX,2,Metrocrest ARS,1,1,C,9,0,0,9,50,
KG5EIU,,330,1D,NTX,2,Dallas ARC,1,1,C,0,70,0,70,50,
KG5FLM,,96,1D,OK,2,,1,1,C,0,0,23,23,50,
KG5GJT,,990,1B1B,LA,5,,1,1,B,0,16,46,62,600,
KG5IIS,,92,1D,MS,2,,1,1,C,0,4,13,17,50,
KG5OXR,,1364,4A,WTX,2,Pecos Co. ARC,10,4,G,1,40,75,116,1050,
KG5PVP,,154,1E,MT,2,,1,1,B,0,0,52,52,50,
KG5SSB,,790,1E,MS,2,,1,1,B,135,0,0,135,250,
KG5TA,,210,1D,EPA,2,,1,1,C,0,40,0,40,50,
KG5UMH,,130,1D,WTX,2,,1,1,C,0,0,40,40,50,
KG6FCT,,822,1D,SV,2,Western Placer ARC,1,1,C,0,0,386,386,50,
KG7IEB,,846,1D,ID,2,,1,1,C,0,199,0,199,50,
KG7JGY,,270,1B1,WWA,2,,1,1,B,0,0,10,10,250,
KG7JWN,,102,1D,UT,2,,1,1,C,0,2,22,24,50,
KG7MVH,,90,1D,EWA,2,,1,1,C,10,0,0,10,50,
KG7MYX,,102,1E,WWA,2,,1,1,B,0,13,0,13,50,
KG7OHV,,256,1E,UT,2,,1,1,B,0,0,53,53,150,
KG8MR,,1034,1D,OH,2,Splinter Grp. ARC,1,1,C,0,221,0,221,150,
KH6CE,,980,4A,PAC,2,Emergency ARC of HI,35,4,B,0,0,15,15,950,
KH6DC,,622,1E,PAC,2,,1,1,G,0,118,0,118,150,
KH6KB,,3258,1D,PAC,2,Makani ARC,1,1,C,802,0,0,802,50,
KH6LC,,470,1D,PAC,2,,1,1,C,105,0,0,105,50,
KH6RDO,,794,1D,PAC,2,Big Island ARC,1,1,C,0,186,0,186,50,
KH6RS,,2823,2A,PAC,1,Maui ARC,13,2,B,318,641,455,1414,450,
KH6UL,,912,1F,PAC,2,NCTAMS PAC,1,1,B,0,0,281,281,350,
KI0AR,,80,1D,CO,2,,1,1,C,0,1,13,14,50,
KI0BJ,,1428,1D,MT,2,Central MT ARC,1,1,C,0,285,119,404,50,
KI0MZ,,526,1D,CO,2,,1,1,C,96,23,0,119,50,
KI4AZX,,104,1B1,SC,2,,1,1,B,0,0,27,27,50,
KI4DEF,,330,1B1B,NC,5,North American QRP CW Club,1,1,B,18,0,0,18,150,
KI4ENS,,374,1E,KY,2,,1,1,B,0,0,12,12,350,
KI4EZC,,390,1E,TN,2,,1,1,B,60,0,0,60,150,
KI4GGJ,,422,1D,AL,2,Univ. of Alabama ARC,7,1,C,0,81,24,105,50,
KI4IO (+KC4GIA),,1500,1B2B,VA,5,,2,1,B,145,0,0,145,50,
KI4SWY,,242,1AC,WCF,2,Tampa Hackerspace,3,1,C,0,23,0,23,150,
KI5EE,,414,1D,LA,2,South West LA Amateur Repeater Club,1,1,C,61,5,0,66,150,
KI5EWG,,188,1B1,NM,2,,1,1,B,0,23,23,46,50,
KI5F,,814,1D,MS,2,,1,1,C,0,191,0,191,50,
KI5GPI,,194,1E,NTX,2,,1,1,B,0,0,22,22,150,
KI5GTR,,1272,1D,AR,2,,1,1,C,297,0,17,314,50,
KI5IIL,,254,1D,NTX,2,Richardson Wireless Klub,1,1,C,0,26,0,26,150,
KI5KOI,,300,1B1,LA,2,Shreveport ARA,1,1,B,0,0,25,25,250,
KI5NJO,,182,1B1,OK,2,,1,1,B,0,0,16,16,150,
KI5NVM,,194,1D,OK,2,,1,1,C,0,36,0,36,50,
KI5PPO,,74,1D,NTX,2,Richardson Wireless Klub,1,1,C,0,0,12,12,50,
KI5PXG,,1154,1D,NTX,2,Richardson Wireless Klub,1,1,C,0,251,0,251,150,
KI5RIP,,194,1B1,LA,2,,1,1,B,0,9,4,13,150,
KI5TEB,,142,1B2,STX,2,,2,1,B,0,0,46,46,50,
KI5TPF,,88,1D,STX,2,Beaumont ARC,1,1,C,0,0,19,19,50,
KI5UTI,,300,1E,NTX,2,,1,1,B,0,0,25,25,250,
KI5UXC,,350,1E,NTX,2,Richardson Wireless Klub,1,1,B,0,0,50,50,250,
KI5VPF,,62,1D,STX,2,,1,1,C,3,0,0,3,50,
KI5WES,,2820,1B1B,LA,5,,1,1,B,0,257,0,257,250,
KI5WIZ,N7UQ,1132,5A,NTX,2,American Legion Hale-Combest Post 315 ARC,7,5,B,11,5,34,50,1000,
KI5WRQ,,222,1E,NTX,2,Irving ARC,1,1,B,0,0,61,61,100,
KI5WWT,,760,1E,NTX,5,,1,1,B,14,23,8,45,350,
KI5ZXD,,1046,1AC,NTX,2,Ray Roberts Radio Raiders,3,1,C,28,0,392,420,150,
KI6A,,580,1D,LAX,2,,1,1,C,9,110,2,121,100,
KI6BTY,,1704,6D,SB,2,Conejo Valley ARC,1,6,C,0,349,4,353,300,
KI7BCL,,432,1E,ID,2,,1,1,B,0,0,91,91,250,
KI7DAN,,274,1D,UT,2,,1,1,C,0,56,0,56,50,
KI7FXL,,566,1B1,NV,2,,1,1,B,0,104,0,104,150,
KI7ID,,590,1D,NTX,2,,1,1,C,135,0,0,135,50,
KI7N,,136,1D,OR,2,,1,1,C,17,0,9,26,50,
KI7RNU,,678,1B1,OR,2,Bear Mountain Grp.,1,1,B,0,107,0,107,250,
KI7TYU,,560,1B1B,WWA,5,,1,1,B,0,31,0,31,250,
KI7VEM,,794,1E,OR,2,Oregon Tualatin Valley ARC,1,1,B,161,0,0,161,150,
KI7YFP,,54,1D,WWA,2,,1,1,C,0,0,2,2,50,
KI7YXM,,160,1B1B,AZ,5,,1,1,B,0,0,2,2,150,
KJ4ABY,,80,1B1B,KY,5,,1,1,B,0,3,0,3,50,
KJ4CTD,,518,1E,SC,2,,1,1,B,0,92,0,92,150,
KJ4CWQ,,344,1D,WV,2,,1,1,C,0,0,87,87,170,
KJ4EX,,418,1C,GA,2,,1,1,G,0,0,84,84,250,
KJ4LEN,,170,1D,NFL,2,,1,1,C,30,0,0,30,50,
KJ4NUY,,250,1D,SC,2,,1,1,C,0,25,0,25,150,
KJ4VIQ,,98,1D,NC,2,,1,1,C,0,12,0,12,50,
KJ4VWG,,294,1D,NC,2,Orange Co. Radio Amateurs and Durham FM Assn.,1,1,C,0,36,0,36,150,
KJ5ABM,,315,1B1B,OK,5,,1,1,B,0,0,3,3,300,
KJ5CAS,,370,1D,NM,2,Los Alamos ARC,1,1,C,0,80,0,80,50,
KJ5CIK,,74,1B1C,LA,2,,1,1,C,0,0,12,12,50,
KJ5CMM,,314,1B1,STX,2,,1,1,B,0,11,0,11,270,
KJ5CRF,,286,1E,AR,2,,1,1,B,0,0,18,18,250,
KJ5GXR,,258,1D,AR,2,,1,1,C,0,52,0,52,50,
KJ5IMI,,116,1D,AR,2,Pike Co. Ham RC,4,1,C,0,0,33,33,50,
KJ5IZS,,818,1B1,NTX,2,,1,1,B,0,0,234,234,350,
KJ5JDM,,270,1D,STX,2,,1,1,C,0,55,0,55,50,
KJ5T,,1975,1E,STX,5,,3,1,B,110,62,1,173,250,
KJ6HRO,,796,2A,SV,2,Rich and Ron's Field Day,10,2,B,0,0,98,98,600,
KJ6KCG,,496,1E,ORG,2,,1,1,B,0,0,73,73,350,
KJ6MBW,,110,1E,SV,2,,1,1,B,15,0,0,15,50,
KJ6NRR,,240,1AB,ORG,5,San Gorgonio Pass ARC,3,1,B,9,0,0,9,150,
KJ6RTA,,88,1D,ORG,2,GOTAHAMS,1,1,C,0,6,7,13,50,
KJ6SDF,,700,1D,VA,2,,1,1,C,0,135,5,140,150,
KJ6UD,,390,1D,LAX,2,,1,1,C,0,85,0,85,50,
KJ7BPN,,198,1C,EWA,2,,1,1,B,0,0,24,24,150,
KJ7GVL,,298,1E,OR,2,,1,1,B,0,37,0,37,150,
KJ7HNA,,654,1E,EWA,2,,1,1,B,0,101,0,101,250,
KJ7HYQ,,74,1E,WWA,2,,1,1,B,0,6,0,6,50,
KJ7RGW,,278,1D,OR,2,,1,1,C,0,57,0,57,50,
KJ7URX,,170,1B1,WWA,2,,1,1,B,0,0,10,10,150,
KJ7UTC,,204,1B1,OR,2,,1,1,B,0,0,27,27,150,
KJ7ZHG,,986,1D,AZ,2,Tortolita Radio Club,1,1,C,0,234,0,234,50,
KJ7ZTH,,452,1B1,WWA,2,,1,1,B,0,15,21,36,350,
KJ8DM,,255,1B1B,MT,5,,1,1,B,0,0,21,21,150,
KJ9B,,382,1B1,AR,2,,1,1,B,0,0,66,66,250,
KK1J,,226,1E,NH,2,,1,1,B,0,0,38,38,150,
KK1PMA,,1064,1F,RI,2,Providence EMA RACES,4,1,C,0,0,32,32,1000,
KK2A,,510,1D,TN,2,,1,1,C,115,0,0,115,50,
KK4AIZ,,702,1D,TN,2,WCARES-TN,1,1,C,0,163,0,163,50,
KK4AK,,642,1D,SC,2,,1,1,C,0,148,0,148,50,
KK4CNM,,58,1E,GA,2,,1,1,B,0,0,4,4,50,
KK4DDF (+KD8QPQ),,292,2B2C,VA,2,,2,2,C,0,21,29,50,150,
KK4INZ,,1476,1E,NFL,2,North Florida RC,1,1,B,0,317,29,346,150,
KK4MAR,,744,4AC,NC,2,,6,4,C,14,62,45,121,350,
KK4NUB,,415,1B1B,NC,5,,1,1,B,0,6,1,7,350,
KK4PJ,,530,1D,NFL,2,,1,1,C,0,2,236,238,50,
KK4T,,252,1E,NC,2,,1,1,B,0,0,51,51,150,
KK4TCE,,350,1D,VA,2,,1,1,C,0,75,0,75,50,
KK4TSS,,274,1D,KY,2,,1,1,C,0,30,2,32,150,
KK4VA,,1216,1D,VA,2,,1,1,C,0,287,9,296,50,
KK4VCN,,68,1D,WCF,2,Lakeland ARC,1,1,C,0,0,9,9,50,
KK4ZBE,,1546,4A,SC,2,Active Amateurs Radio Grp.,11,4,B,2,1,142,145,1250,
KK4ZUU,,374,1B1,WV,2,,1,1,B,0,81,0,81,50,
KK5DO,,174,1D,STX,2,Texas Em. Amateur Communicators,1,1,C,0,0,12,12,150,
KK5RH (+N5DGK),,720,1B2B,LA,5,,2,1,B,57,0,0,57,150,
KK5W,,20296,10A,STX,2,Brazos Valley ARC,108,10,G,2631,1050,2241,5922,1090,
KK6BY,,150,1D,LAX,2,South Bay ARC,1,1,C,0,25,0,25,50,
KK6JON,,358,1B1,SV,2,,1,1,B,0,0,54,54,250,
KK6NXT,,498,2A,LAX,2,Lakewood ARC,3,2,B,0,0,24,24,450,
KK6P,,140,1D,ORG,2,,1,1,C,0,14,17,31,50,
KK6RD (+KF6JS),,268,1B2,EB,2,,2,1,B,0,0,9,9,250,
KK6TRC,,212,1E,ORG,2,Orange Co. (CA) ARC,1,1,S,0,0,31,31,150,
KK6TV,,220,1B1B,WWA,5,,1,1,B,7,0,0,7,150,
KK6VZE,,70,1D,SF,2,,1,1,C,0,0,10,10,50,
KK7A,,242,1E,ID,2,,1,1,B,23,0,0,23,150,
KK7DS,,434,1B1,OR,2,CHIRP Field Day Team,1,1,B,0,0,142,142,150,
KK7EHJ,,178,1D,AZ,2,,1,1,C,30,0,4,34,50,
KK7ER,,266,1E,WWA,2,,1,1,B,0,29,0,29,150,
KK7FIM,,126,1B1,ID,2,,1,1,B,19,0,0,19,50,
KK7FMU,,170,1D,SD,2,,1,1,C,0,0,50,50,70,
KK7GC,,610,1D,NV,2,,1,1,C,0,140,0,140,50,
KK7GO,,138,1E,EWA,2,Western WA DX Club,1,1,S,0,22,0,22,50,
KK7HHN,,178,1D,WWA,2,,1,1,C,0,32,0,32,50,
KK7HPM,,74,1D,UT,2,,1,1,C,0,0,12,12,50,
KK7HXH,,158,1E,WWA,2,,1,1,B,0,0,4,4,150,
KK7JUM,,56,1D,WWA,2,,1,1,C,0,0,3,3,50,
KK7LGE,,56,1D,AZ,2,Verde Valley ARC,1,1,C,0,0,3,3,50,
KK7LHY,,162,1B1,WWA,2,,1,1,B,1,0,4,5,150,
KK7MHO,,662,1B1C,UT,2,Howell Em. Mgmt.,1,1,C,0,0,56,56,550,
KK7NYE,,460,1E,NV,2,Henderson ARC,1,1,B,0,77,1,78,150,
KK7OIW,,782,1D,AZ,2,,1,1,C,0,183,0,183,50,
KK7OJK,,216,1D,EWA,2,,1,1,C,0,41,1,42,50,
KK7PZE,,806,1B1,AZ,2,,1,1,B,0,69,115,184,300,
KK7QEA,,222,1E,NV,2,Henderson ARC,1,1,B,0,18,0,18,150,
KK7QIU,,370,1B1,AZ,2,,1,1,B,0,0,60,60,250,
KK7QQO,,66,1D,UT,2,,1,1,C,0,0,8,8,50,
KK7RFI,,74,1D,WWA,2,,1,1,C,0,5,2,7,50,
KK7RUV,,56,1D,ID,2,,1,1,C,0,0,3,3,50,
KK7TPH,,74,1D,EWA,2,,1,1,C,0,0,12,12,50,
KK7UIL,,256,1D,OR,2,,1,1,C,7,39,11,57,50,
KK7UQE (+KJ7VOR),,722,1B2,OR,2,Bear Mountain Grp.,2,1,B,0,113,0,113,270,
KK7UYV,,92,2B2,AZ,2,,2,2,B,0,0,21,21,50,
KK7UZI,,1470,3A,UT,2,Salt Lake Youth ARC,9,3,G,9,49,54,112,1130,
KK7VNR,,412,2D,WWA,2,Mike & Key ARC,1,2,C,0,88,5,93,50,
KK7ZKW,,172,1D,UT,2,,1,1,C,0,30,1,31,50,
KK7ZPJ,,470,1E,WWA,2,Mike & Key ARC,1,1,B,0,80,0,80,150,
KL3JY,,108,1B1,AK,1,,1,1,G,0,0,58,58,50,
KL3JZ,,57,1B1,AK,1,,1,1,G,0,0,7,7,50,
KL7ADV,,2272,3A,AK,2,Alaska Ham Radio Adventures,5,3,B,9,268,57,334,1050,
KL7HOM,,1006,3A,AK,2,South Peninsula ARC,16,3,B,0,58,12,70,750,
KL7JFU,KL7SLM,1120,2A,AK,2,Matanuska ARA,40,2,G,0,0,25,25,1070,
KL7JRC,,1090,1A,AK,2,Juneau ARC,34,1,G,0,0,120,120,850,
KL7KC,KL7R,2488,4F,AK,2,Arctic ARC,8,4,C,15,302,160,477,900,
KM2L,,250,1D,WNY,2,,1,1,C,50,0,0,50,50,
KM3GWR,,378,2AC,AL,2,3 Guys With Radios ARC,4,2,C,0,0,14,14,350,
KM4AF,,62,1D,SC,2,,1,1,C,0,3,0,3,50,
KM4DWY,,326,1E,NC,2,,1,1,B,0,42,4,46,150,
KM4EP,,394,1B1,MDC,2,Queen Anne’s ARC,1,1,G,11,0,0,11,350,
KM4FLU,,782,1D,NC,2,York Co. ARS,1,1,C,0,0,366,366,50,
KM4FO,,1654,1D,KY,2,,1,1,C,401,0,0,401,50,Y
KM4GWQ,,70,1D,VA,2,Heritage Hunt Hams,1,1,C,0,0,10,10,50,
KM4IAJ,,248,1D,VA,2,Heritage Hunt Hams,1,1,C,0,0,99,99,50,
KM4IKO,,72,1D,GA,2,Silver Comet ARS,1,1,C,0,0,11,11,50,
KM4JHK,,398,1D,NC,2,,1,1,C,87,0,0,87,50,
KM4LFT,,2328,3E,GA,2,Piedmont ARC,3,3,B,0,307,0,307,1100,
KM4LIM,,510,1B1B,KY,5,,1,1,B,0,31,0,31,200,
KM4LRH,,332,1D,MS,2,,1,1,C,0,67,7,74,50,
KM4MJQ,,150,1D,GA,2,,1,1,C,0,25,0,25,50,
KM4OT,,406,2A,NC,2,Old Times Ham RC,7,2,G,0,26,26,52,250,
KM4OWA,,90,1D,NC,2,Mecklenburg ARS,1,1,C,0,0,20,20,50,
KM4PHI,,388,1D,NFL,2,,1,1,C,0,0,169,169,50,
KM4PT,,450,1D,TN,2,WCARES-TN,1,1,C,0,100,0,100,50,
KM4QE,,174,1D,SC,2,Charleston ARS,1,1,C,0,0,62,62,50,
KM4TAY,,208,1B1,NNY,2,Woodbridge Wireless,1,1,B,0,0,29,29,150,
KM4YC,,112,1D,VA,2,,1,1,C,0,0,31,31,50,
KM5AT,,838,1D,NFL,2,,1,1,C,0,197,0,197,50,
KM5GN,,106,1D,ME,2,,1,1,C,0,14,0,14,50,
KM5TY,,1034,1B1,CO,2,,1,1,B,73,62,12,147,470,
KM5VZ,,325,1B1B,NTX,5,,1,1,B,0,0,15,15,250,
KM6GUO,,516,1D,SF,2,,1,1,C,0,69,0,69,240,
KM6LBW,,272,1D,LAX,2,San Fernando Valley ARC,1,1,C,0,53,0,53,60,
KM6MSS,,156,1B1,EB,2,,1,1,B,0,0,3,3,150,
KM6MZ,,122,1D,SCV,2,,1,1,C,0,18,0,18,50,
KM6QAQ,,310,1E,SJV,2,,1,1,B,0,40,0,40,150,
KM6SWS,,218,1E,SDG,2,,1,1,B,0,17,0,17,150,
KM6TWI,,170,1B1,OH,2,,1,1,B,0,0,10,10,150,
KM7N,,172,1E,AZ,2,,1,1,B,0,0,11,11,150,
KM7S,,210,1D,SV,2,Sierra Foothills ARC,1,1,C,0,40,0,40,50,
KM7W,,10320,2E,MT,2,Big Sky Contesters,15,2,G,1938,22,1115,3075,250,
KM7WDT,,986,1D,WCF,2,Brandon ARS,1,1,C,0,234,0,234,50,
KM9R,,1402,1D,NV,2,,1,1,C,338,0,0,338,50,
KN0P,,752,1B1,SF,2,,1,1,B,0,121,9,130,250,
KN1H,,2700,1B1B,NH,5,,1,1,B,255,0,0,255,150,
KN1WDS,,114,1D,EMA,2,Port City ARC,1,1,C,0,0,32,32,50,
KN2D,,606,1D,NFL,2,,1,1,C,114,0,0,114,150,
KN2M,,1250,2A,WNY,2,Niagra Frontier Radiosport,5,2,B,139,110,2,251,250,Y
KN3Y,,878,1D,VA,2,Valley and Massanutten ARA,1,1,C,0,207,0,207,50,
KN4A,,402,1B2,AL,2,,2,1,G,38,0,0,38,250,
KN4AMX,,1826,1D,AL,2,Mobile ARC,1,1,C,0,444,0,444,50,
KN4BAR,,462,1E,WCF,2,Tamiami ARC,1,1,B,0,53,0,53,250,
KN4CED,,86,1D,VA,2,,1,1,C,0,0,18,18,50,
KN4CY,,84,1D,VA,2,,1,1,C,0,0,17,17,50,
KN4DS,,958,1D,GA,2,MGRA/CGARC,1,1,C,0,227,0,227,50,
KN4DUA,,2972,3A,TN,2,Tellico Lake ARC,25,3,B,445,61,149,655,650,
KN4FTT,,300,1E,VA,2,,1,1,B,0,0,75,75,150,
KN4LAU,,82,1D,VA,2,Albemarle ARC,1,1,C,0,0,16,16,50,
KN4LYF,,394,1D,VA,2,Albemarle ARC,1,1,C,0,86,0,86,50,
KN4OCX,,642,1D,NC,2,High Point ARC,1,1,C,0,114,18,132,150,
KN4TBG,,656,1B1,VA,2,Albemarle ARC,1,1,B,0,0,53,53,550,
KN4TLV,,382,1B1,CT,2,,1,1,B,0,33,0,33,250,
KN4UDS,,124,1E,NFL,2,,1,1,S,0,0,37,37,50,
KN4UTV,,466,4A,KY,2,Simpson Co. ARS,5,4,B,0,0,108,108,250,
KN4ZXG,,1620,1B1B,VA,5,,1,1,B,147,0,0,147,150,
KN5S,,450,2D,STX,2,Coyote ARC,1,2,C,0,100,0,100,50,
KN5Y,,96,1D,NTX,2,Sachse ARA,1,1,C,0,0,23,23,50,
KN6BAZ,,1100,1B1B,SJV,5,,1,1,B,85,0,0,85,250,
KN6CEI,,302,1D,SF,2,Humboldt ARC,1,1,C,0,16,44,60,150,
KN6DR,,558,1D,EWA,2,,1,1,C,127,0,0,127,50,
KN6FKQ,,266,1E,SDG,2,,1,1,B,0,0,8,8,250,
KN6IPE,,1034,1D,SCV,2,Half Moon Bay ARC,1,1,C,246,0,0,246,50,
KN6LJF,,170,1E,ORG,2,,1,1,B,0,5,0,5,150,
KN6MGK,,578,1B1,SV,2,,1,1,B,0,31,152,183,150,
KN6NSU,,104,1D,LAX,2,,1,1,C,0,0,27,27,50,
KN6OYK,,234,1D,LAX,2,,1,1,C,0,40,12,52,50,
KN6PTQ,,206,1E,SCV,2,,1,1,B,0,9,0,9,170,
KN6RDD,,324,1B1,SV,2,,1,1,B,0,0,37,37,250,
KN6REA,,110,1D,SCV,2,SC4 ARC,1,1,C,0,0,5,5,100,
KN6REB,,102,1D,SCV,2,SC4 ARC,1,1,C,0,0,1,1,100,
KN6UDK,,434,1D,SV,2,Sierra Foothills ARC,1,1,C,96,0,0,96,50,
KN6UMV,,180,1D,LAX,2,GOTAHAMS,1,1,C,0,1,63,64,50,
KN6UWK,,2022,5A,LAX,2,San Clemente Island RC,5,5,G,0,252,132,384,750,
KN6ZEO,,155,1B1B,SCV,5,,1,1,B,0,0,21,21,50,
